job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9
Lead Marketing Manager - (Remote),70000,f,U1565,1,0.49,0.51,0.99,0.67,0.4,0.86,0.38,0.47,0.45,0.73,0.38,0.3,0.63,0.66,0.22,0.21,0.05,0.59,0.61,0.12,0.5,0.31,0.61,NaN,0.27,0.04,0.42,0.14,0.11,0.64,0.31,0.88,0.01,0.92,0.18,0.49,0.43,0.37,0.83,0.16,0.16,0.43,0.95,0.21,0.09,0.32,0.48,0.88,1,NaN,0.92,0.9,0.33,0.98,0.78,0.85
 SEO Marketeer - New Ventures ,NA,d,U1566,1,0.76,0.7,1,0.12,0.27,0.32,0.46,0.29,0.44,0.6,0.69,0.03,0.12,0.52,0,0.57,0.96,0.12,0.62,0.77,0.69,0.31,0.8,NaN,0.14,0.71,0.81,0.93,0.69,0.9,0.76,0.85,0.4,0.08,0,0.31,0.7,0.73,0.99,0.76,0.14,0.71,0.59,0.37,0.13,0.47,0.6,0.32,0.65,0.9,0.23,0.42,0.59,0.64,0.47,0.72
Lead Brand Marketing Manager - New Ventures  m/f/d,NA,c,U1567,0,0.05,NaN,0.33,0.64,0.05,0.82,0.59,0.05,0.58,0.2,0.7,0.61,0.32,0.72,0.31,0.14,0.18,NaN,0.33,0.86,0.23,0.03,0.01,NaN,0.78,0.87,0.33,0.38,0.28,0.22,0.94,0.23,0.92,0.54,0.03,0.23,0.58,0.03,0.2,0.87,0.16,0.99,0.27,0.53,0.49,0.09,0.83,0.47,0.66,0.4,0.86,0.8,0.21,0.04,NaN,0.43
Senior SEO Marketing Manager - (Remote),62000,f,U1568,1,0.92,0.55,0.83,NaN,0.96,0.77,0.13,0.13,0.29,0.16,0.22,0.76,0.17,0.9,0.1,0.08,0.81,NaN,0.68,0.54,0.71,0.78,0.15,NaN,0.78,0.94,0.2,0.57,0.67,1,0.91,0.04,0.07,0.19,0.11,0.93,0.98,0.17,0.13,0.65,0.45,0.11,0.98,0.24,0.38,0.89,0.88,0.51,0.41,0.3,0.8,0.62,0.16,0.97,NaN,0.51
Lead Data Analyst - Pricing Team (m/f/d),NA,a,U1569,1,0.33,0.49,0.17,0.55,0.37,0.38,0.68,0.1,0.12,0.55,0.79,0.82,0.23,0.71,0.49,0.2,0.67,NaN,0.02,0.23,0.59,0.58,0.71,NaN,0.29,0.53,0.04,0.28,0.35,0.21,0.89,0.62,0.2,0.35,0.61,0.6,0.49,0.3,0.13,0.9,0.2,0.26,0.59,0.78,0.55,0.17,0.56,0.05,0.53,0.94,0.69,0.38,0.57,0.96,0.99,0.5
Lead Culture Manager - EU (M/F/D),NA,d,U1570,0,0.01,1,0.38,0.5,0.63,0.73,0.54,0.11,0.22,0.27,0.9,0.4,0,0.57,0.7,0.03,0.99,0.14,0.07,0.99,0.99,0.63,0.75,NaN,0.42,0.2,0.07,0.64,0.41,0.28,0.54,0.59,0.34,0.99,0.61,0.49,0.23,0.04,0.36,0.8,0.58,0.85,0.15,0.64,0.38,0.76,0.14,0.58,0.88,0.34,0.21,0.27,0.3,0.97,0.53,NaN
Senior SEO Marketeer - (Remote),NA,e,U1571,0,0.85,0.17,0.42,0.14,0.56,NaN,0.51,0.78,1,0.34,0.1,0.62,0.33,0.55,0.05,0.7,0.82,NaN,0.82,0.84,0.07,0.72,0.38,NaN,0.14,0.66,0.84,0.31,0.86,0.92,0.97,0.49,0.17,0.66,0.74,0.25,0.01,0.51,0.71,0.03,0.24,0.91,0.21,0.88,0.6,0.42,0.75,0.82,0.17,0.43,0.68,0.1,0.57,0.7,0.81,0.93
Senior Product Owner - NLP,NA,c,U1572,0,0.6,0.02,0.34,0.12,0.02,0.92,0.89,0.62,0.52,0.43,0.88,0.28,0.86,0.94,0.84,0.14,0.4,NaN,0.27,0.6,0.86,0.87,0.77,NaN,0.63,0.92,0.11,0.56,0.39,0.12,0.1,0.51,0.06,0.34,0.34,0.11,0.32,0.92,0.97,0.66,NaN,0.79,0.52,0.25,0.71,0.5,0.47,0.39,0.29,0.41,0.93,0.38,0.83,0.36,0.43,0.71
Senior Data Science Manager m/f/d,NA,d,U1573,1,0.36,0.8,0.72,0.47,0.4,0.92,0.14,0.68,0.49,0.71,0.08,0.53,0.52,0.3,0.48,0.96,0.31,NaN,0.64,0.77,0.1,0.47,0.62,NaN,0.31,0.53,0.4,0.88,0.5,0.07,0.1,0.22,0.38,0.33,0.45,0.38,0.47,0.23,0.12,0.24,0.63,0.6,0.99,0.54,1,0.93,0.5,0.56,0.51,0.4,0.43,0.77,0.29,0.79,0.88,0.26
 Data Analyst - (Remote) m/f/d,NA,b,U1574,0,0.18,0.22,0.9,0.59,0.12,0.95,0.52,0.41,0.71,0.62,0.71,NaN,0.9,0.47,0.89,0.98,0.34,NaN,0.37,0.51,0.18,0.9,0.28,NaN,0.37,0.38,0.16,0.81,0.45,0.67,0.45,0.23,0.47,0.93,0.06,0.12,0.21,0.01,0.08,0.89,0.8,0.85,0.74,0.82,0.41,0.99,NaN,0.32,0.56,0.74,0.01,0.7,0.59,0.67,0.19,0.21
Junior Culture Manager - France,NA,a,U1575,1,0.56,0.16,0.52,0.99,0.87,0.12,0.18,0.84,0.66,0.89,0.21,0.5,0.42,0.88,0.4,0.27,0.56,NaN,0.94,NaN,0.63,0.15,0.51,0.62,0.71,0.66,0.95,0.41,0.15,0.96,0.13,0.45,0.51,0.46,0.55,0.65,0.37,0.16,0.48,0.76,0.65,0.95,0.72,0.26,0.14,0.89,0.28,NaN,0.76,0.4,0.19,0.53,0.8,0.87,0.47,0.25
Junior Brand Marketing Manager - Mobile (M/F/D),NA,a,U1576,0,0.34,0.62,0.26,0.98,0.17,0.35,0.64,0.67,0.15,0.02,0.55,0.69,0.08,0.56,0.44,0.35,0.83,NaN,0.42,0.52,0.82,0.09,0.76,NaN,0.49,0.5,0.89,0.92,1,0.56,0.96,0.75,0.68,0.1,0.83,0.99,0.35,0.96,0.19,0.02,0.43,0.18,0.28,0.71,NaN,0.8,0.25,0.65,0.12,0.92,0.87,0.58,0.5,0.48,0.08,0.61
Senior Machine Learning Engineer - NLP,NA,g,U1577,0,0.83,0.41,0.09,0.32,0.9,NaN,0.28,0.39,0.37,0.03,0.99,0.09,0.63,0.54,0.09,0.93,0.67,0.01,0.73,0.4,0.58,NaN,0.66,NaN,0,0.56,0.71,0.26,0.83,0.66,0.75,0.72,0.18,0.39,0.23,0.82,0.19,0.94,0.64,0.83,0.87,0.52,0.55,0.62,0.96,0.03,0.24,0.53,0.75,0.16,0.62,0.42,0.43,0.31,0.45,0.15
Senior Online Marketing Manager - Mobile M/F/D,53000,b,U1578,1,0.84,0.21,0.37,0.39,0.53,0.84,0.82,0.39,0.51,0.2,0.08,0.32,NaN,0.1,0.85,0.35,0.27,NaN,0.7,0.82,0.91,0.79,0.16,NaN,0.1,0.53,0.58,0.63,0.02,0.03,0.63,0.5,0.39,0.79,0.93,0.01,0.79,0.65,0.65,0.61,0.02,0.04,0.4,0.08,0.39,0.29,0.47,0.38,0.68,0.51,0.8,0.18,0.93,0.78,0.49,0.56
Senior Manager Innovation Lab - APAC m/f/d,NA,f,U1579,0,0.76,0.35,0.68,0.85,0.54,NaN,0.11,0.7,0.2,0.14,0.9,0.82,0.68,0.5,0.67,0.15,0.82,NaN,0.57,0.01,0.97,0.6,0.25,NaN,0.79,0.22,0.19,0.91,0.22,0.22,0.47,0.6,1,0.9,0.07,0.81,0.18,0.22,0.69,0.58,0.02,0.88,0.45,0.75,0.84,0.55,0.2,0.36,0.18,0.34,0.21,0.11,0.47,0.26,0.7,0.06
Senior Data Analyst - Pricing Team M/F/D,51000,b,U1580,1,0.48,0.65,0.15,0.67,0.18,0.7,0.56,0.95,0.41,0.42,0.6,0.41,0.21,0.52,0.62,0.43,0.61,0.13,0.29,0.59,0.42,0.6,0.84,0.65,0.64,NaN,0.33,0.46,0.16,0.78,0.02,0.84,0.28,0.03,0.29,0.14,0.15,0.77,0.55,0.99,0.23,0.99,0.65,0.79,0.41,0.6,0.97,0.2,0.36,0.17,0.03,0.98,0.81,0.33,0.09,0.03
Junior Product Manager -  Mobile,NA,e,U1581,1,0.82,0.53,0.34,0.15,0.03,0.58,NaN,0.51,0.47,NaN,0.77,0.62,0.14,0.24,0.86,0.28,0.63,NaN,NaN,0.74,0.63,0.52,0.75,NaN,0.42,NaN,NaN,0.04,0.17,0.98,0.45,0.41,0.61,0.39,0.47,0.73,0.55,0.11,0.63,0.46,0.38,0.83,NaN,0.32,0.65,0.15,0.86,0.85,0.5,0.58,0.45,0.87,0.49,0.04,0.73,0.58
Lead Manager Innovation Lab - New Ventures M/F/D,NA,d,U1582,1,0.34,0.52,0.97,0.92,0.55,0.86,0.23,0.98,0.78,0.15,0.88,0.9,0.49,0.14,0.54,0.52,0.64,0.04,0.43,0.09,0.63,0.25,0.3,0.56,0.18,0.06,0.01,0.89,0.84,0.64,0.47,0.85,0.77,0.77,0.92,0.82,0.91,0.58,0.86,0.72,0.56,0.59,0.24,0.5,0.82,0.78,0.66,0.59,0.03,0.9,0.07,0.54,0.36,0.96,0.82,0.46
 Data Consultant - NLP,55000,c,U1583,0,0.61,NaN,0.84,0.06,0.91,NaN,0.12,0.28,0.63,0.9,0.37,0.68,0.07,0.75,0.01,0.47,0.52,NaN,0.48,0.32,0.7,0.64,0.55,NaN,0.1,0.77,0.4,0.21,0.54,0.43,0.58,0.2,0.3,0.71,0.98,0.21,0.36,0.12,0.53,0.52,0.74,0.73,0.06,0.69,0.95,0.89,0.26,0.09,0.14,0.91,0.96,0.61,0.24,0.1,0.7,0.9
 Backend Engineer - (Remote),NA,b,U1584,1,0.23,0.34,0.53,0.7,1,0.82,0.89,0.88,0.04,0,0.58,0.29,0.99,0.9,0.28,0.6,0.78,0.05,0.62,0.57,0.93,0.11,0.52,NaN,0.73,0.44,0.07,0.29,0.27,0.72,0.73,0.17,0.74,0.62,0.72,0.68,0.14,0.18,0.39,0.09,0.79,0.76,0.15,0.19,0.04,0.56,0.08,NaN,0.51,0.34,0.8,0.69,0.73,0.8,0.36,0.08
Junior Growth Marketing Manager - Mobile,NA,b,U1585,0,0.4,0.76,NaN,0.86,0.52,0.52,0.19,NaN,0.17,0.04,NaN,0.62,0.8,0.85,0.74,0.33,0.32,NaN,0.24,0.15,0.39,0.79,0.17,NaN,0.07,0.85,0.6,0.4,0.33,0.52,0.63,0.5,0.69,0.35,0.16,0.39,0.16,0.47,0.7,0.67,0.85,0.88,0.67,0.1,0.5,0.53,0.5,0.89,0.66,0.8,0.11,0.66,0.35,0.73,0.22,0.45
Senior UI Designer,NA,g,U1586,0,0.5,0.12,0.61,0.63,0.14,0.78,0.89,0.75,0.66,0.92,0.85,0.3,0.23,0.4,0.93,0.85,0.29,0.83,0.04,0.16,0.52,0.33,0.78,NaN,0.49,0.96,0.34,0.12,0.04,0.97,0.72,0.62,0.73,0.07,0.43,0.95,0.95,0.48,0.1,0.04,0.09,0.91,0.29,0.79,0.37,0.31,0.03,0.31,0.64,0.59,0.89,0.41,0.69,0.34,0.72,0.05
Lead Data Scientist - Pricing Team,NA,h,U1587,1,0.44,0.66,0.64,0.45,0.12,0.14,0.11,0.68,0.96,0.65,0.55,0.54,0.22,0.6,0.42,0.57,0.04,NaN,0.21,0.13,0.01,0.88,0.66,0.14,0.09,0.18,0.25,0.05,0.57,0.23,0.52,0.68,0.98,0.71,0.4,0.37,0.67,0.29,0.88,0.58,0.3,0.31,0.89,0.42,0.19,0.22,0.93,0.36,0.54,0.73,0.21,0.96,0.51,0.77,0.9,0.41
Junior Shop Manager - Global Transformation (M/F/D),NA,f,U1588,1,0.36,0.79,0.5,0.76,0.45,0.59,0.94,0.29,0.94,0.98,0.37,0.75,0.39,0.36,0.03,0.76,0.67,NaN,0.48,0.08,0.47,0.89,0.47,0.47,0.03,0.07,0.47,0.55,0.53,0.93,0.91,0.53,0.22,0.41,NaN,0.09,0.6,0.68,NaN,0.88,0.65,0.7,0.7,0.85,0.15,0.02,0.81,0.69,0.76,0.53,0.96,NaN,0.38,0.46,0.56,0.04
Lead Data Scientist - Pricing Team,NA,c,U1589,0,0.13,0.36,0.3,0.54,0.85,0.96,0.65,0.04,0.97,0.33,0.57,0.75,0.16,0.37,0.61,0.8,0.26,NaN,0.24,0.29,0.12,0.56,0.86,NaN,0.3,0.67,0.79,0.49,0.37,0.97,0.14,0.64,0.59,0.75,0.02,0.71,0.47,0.03,0.55,1,0.17,0.41,0.72,0.33,0.76,0.54,0.33,0.74,0.89,0.78,0.69,0.98,0.8,0.02,0.01,0.15
 Machine Learning Engineer - NLP M/F/D,NA,g,U1590,0,0.95,0.88,0.74,0.8,0.12,0.8,0.51,0.63,0.23,0.89,0.14,NaN,1,0.43,0.45,0.99,0.55,NaN,0.94,0.05,0.43,0.63,0.08,NaN,0.32,0.85,0.92,0.19,0.12,0.74,0.17,0.71,0.48,0.38,0.66,0.31,0.54,0.79,0.65,0.55,0.94,0.86,0.6,0.36,0.56,0.76,0.37,0.38,0.68,0.12,0.54,0.01,0.51,0.54,0.86,0.29
 Data Science Manager M/F/D,NA,h,U1591,1,0.16,0.27,0.03,0.01,0.62,0.36,0.29,0.92,NaN,0.46,0.53,0.81,0.13,0.74,0.06,0.85,0.79,NaN,0.3,0.35,0.71,0.72,0.23,0.8,0.96,0.65,0.52,0.29,0.02,0.3,0.77,0.27,0.93,0.99,0.8,0.67,0.65,0.09,0.67,0.23,0.67,0.15,0.36,0.93,0.52,0.98,0.29,0.23,0.56,0.37,0.79,0.37,0.78,0.8,0.8,0.1
Lead Data Analyst - Pricing Team (m/f/d),68000,b,U1592,1,0.98,0.12,0.5,0.36,0.57,0.94,0.22,0.92,0.8,0.9,1,0.76,0.87,0.29,0.57,0.98,0.36,0.14,0.13,0.13,0.24,0.38,0.2,NaN,0.07,1,0.95,0.34,0.28,0.06,0.91,0.08,0.46,0.54,0.85,0.01,0.56,0.8,0.1,0.84,0.77,0.13,0.2,0.78,0.94,0.82,0.94,0.65,0.48,0.29,0.55,0.54,0.81,0.35,0.01,0.11
Lead Marketing Manager - (Remote),NA,e,U1593,0,0.66,0.49,0.37,0.77,0.3,0.24,0.49,0.62,0.84,0.91,0.51,0.01,0.26,0.47,0.4,0.78,0.31,0.73,0.93,0.84,0.23,0.13,0.97,NaN,0.46,0.52,0.91,0.02,0.41,0.22,0.71,0.63,0.95,0.87,0.42,0.24,0.88,0.52,0.59,0.25,0.82,0.85,0.61,0.64,0.43,0.12,0.06,0.74,0.84,0.64,0.13,0.54,0.58,1,0.15,0.52
Lead Data Science Manager - APAC,NA,b,U1594,0,0.58,0.85,0.58,0.46,0.4,0.42,0.47,0.6,NaN,0.2,0.7,0.54,0.44,0.44,0.55,0.87,0.41,NaN,0.41,0.63,0.39,0.12,0.99,0.45,0.57,0.46,0.13,0.8,0.4,0.45,0.39,0.35,0.23,0.91,0.79,0.14,0.41,0.38,0.6,0.44,0.05,0.5,NaN,0,0.91,0.61,0.43,0.76,0.89,0.38,0.97,0.41,0.18,0.14,0.41,0.12
Junior SEO Marketing Manager - New Ventures  (m/f/d),NA,c,U1595,1,0.88,0.68,0.72,0.09,0.67,0.59,0.49,0.22,0.69,0.61,0.45,0.73,0.32,0.85,0.18,0.07,0.31,0.77,0.45,0.62,0.08,0.38,0.55,NaN,0.44,0.03,0.45,0.16,0.97,0.55,0.72,0.22,0.15,0.44,0.1,0.66,NaN,0.14,0.9,0.75,0.11,0.46,0.74,0.92,0.29,0.4,0.64,0.05,0.72,0.56,0.78,0.36,0.2,0.27,0.63,0.28
 Performance Marketing Manager - Mobile m/f/d,NA,d,U1596,1,0.82,0.63,0.13,0.35,0.82,0.22,0.8,0.28,0.66,0.91,0.87,0.89,0.43,0.47,0.51,0.02,0.23,NaN,0.27,0.67,0.54,0.49,0.37,NaN,0.64,0.47,0.86,0.12,0.77,0.18,0.53,0.09,0.7,0.76,0.36,0.52,0.73,0.48,0.91,0.04,0.25,0.92,0.1,0.84,0.73,0.86,0.66,0.45,0.95,0.32,0.03,0.91,0.63,0.82,0.05,0.4
Junior Reserch Scientist - (Internal Audit) (M/F/D),NA,e,U1597,0,0.58,0.03,0.38,0.15,0.77,0.59,0.48,0.71,0.98,0.89,0.29,0.88,0.82,0.92,0.53,0.28,0.42,NaN,0.4,0.3,0.04,0.26,0.35,NaN,0.85,0.89,0.6,0.02,0.91,0.37,0.38,0.18,0.96,0.3,0.22,0.48,0.75,0.82,0.92,0.87,0.05,0.18,0.93,0.17,0.97,0.9,0.89,0.14,0.2,0.64,0.63,0.99,0.32,0.33,0.28,0.15
Junior Product Owner - NLP,57000,h,U1598,1,0.16,0.79,0.37,0.12,0.49,0.39,0.66,0.77,0.82,0.09,0.02,0.35,0.1,0.43,0.96,0.94,0.75,0.76,0.75,0.32,0.89,0.97,0.85,NaN,0.91,0.9,0.08,0.34,0.6,0.41,0.73,0.7,0.66,0.66,0,0.71,0.05,0.87,0.84,0.98,0.42,0.44,0.93,0.5,0.87,0.46,0.47,0.09,0.09,0.14,0.93,0.15,0.04,0.03,0.22,0.42
Senior Operations Manager - APAC (M/F/D),NA,c,U1599,0,0.29,0.3,0.22,0.36,0.13,0.41,0.2,0.42,0.14,0.03,0.81,0.34,0.26,0.28,0.78,0.36,0.08,NaN,0.22,0.56,0.62,0.67,NaN,NaN,0.77,0.13,0.66,0.79,0.28,0.81,0.15,NaN,0.97,0.36,0.08,0.99,0.1,0.19,0.24,0.54,0.48,0.13,0.04,0.5,0.18,0.5,0.71,0.91,0.07,0.24,0.74,0.87,0.84,0.36,0.67,0.52
Junior Operations Manager - New Ventures,NA,d,U1600,1,0.9,0.79,0.58,0.28,0.84,0.32,0.47,0.7,0.74,0.26,0.82,0.82,0.03,0.51,0.73,0.6,0.64,NaN,0.91,0.6,0.99,0.97,0.78,0.6,0.99,0.48,0.06,0.7,0.27,0.79,0.37,0.74,0.43,0.25,0.45,0.11,0.19,0.47,0.28,0.3,0.17,0.92,0.35,0.03,0.44,0.51,0.29,0.85,0.67,0.8,0.31,0.5,0.08,0.96,0.5,0.23
Senior Brand Marketing Manager - New Ventures ,67000,e,U1601,1,0.79,0.94,0.78,0.15,0.1,0.01,0.89,0.34,0.3,0.98,0.45,0.8,0.53,0.53,0.22,0.76,0.71,NaN,0.39,0.83,0.75,0.23,0.13,NaN,0.53,0.36,0.49,0.23,0.43,0.23,0.9,0.85,0.08,0.57,0.17,0.76,0.4,0.56,0.98,0.53,NaN,0.27,0.14,0.34,0.39,0.22,0.45,0,0.48,0.18,0.7,0.88,0.31,0.98,0.48,0.65
Junior Brand Manager - (Remote) m/f/d,NA,a,U1602,1,0.81,0.35,0.49,0.21,0.32,0.36,0.59,0.64,0.23,0.05,0.95,0.41,0.31,0.08,0.54,0.8,0.92,0.79,0.25,0.65,0.74,0.11,0.93,NaN,0.94,0.51,0.8,0.99,0.59,0.59,0.94,0.83,0.97,0.6,0.3,0.75,0.03,0.77,0.49,0.86,0.43,0.06,0.06,0.9,0.64,0.54,0.14,0.95,0.57,0.38,0.82,0.8,0.48,0.4,0.96,0.75
Lead Growth Marketing Manager - New Ventures  (M/F/D),NA,f,U1603,0,0.84,0.32,0.99,0.59,0.69,0.5,0.17,0.35,0.28,0.8,NaN,0.94,0.44,0.14,0.16,0.06,0.05,NaN,0.62,0.26,0.26,0.79,0.73,NaN,0.12,0.73,0.34,0.9,0.61,0.54,0.48,0.71,0.87,0.43,0.3,0.13,0.32,0.97,0.85,0.44,0.89,0.84,0.5,0.55,0.05,0.25,0.01,0.76,0.99,0.68,0.84,0.01,0.74,0.53,0.39,0.5
Lead Marketing Analyst - New Ventures  m/f/d,59000,b,U1604,0,0.42,0.65,0.24,0.32,0.99,0.49,0.15,0.87,0.84,0.08,0.06,0.13,0.77,0.62,0.48,0.24,0.06,NaN,0.96,0.45,0.74,0.6,0.67,NaN,0.15,0.15,0.81,0.85,0.7,NaN,0.99,0.16,0.38,0.23,0.04,0.65,0.54,0.18,0.48,0.12,0.81,0.96,0.26,0.48,0.86,0.42,0.97,0.92,0.01,0.23,0.87,0.16,0.46,0.44,0.66,0.2
 Data Scientist - Supplier Financing,NA,c,U1605,1,0.68,0.55,0.43,0.59,0.12,0.29,0.33,0.54,0.59,0.54,0.67,0.92,1,0.06,0.02,0.25,0.8,NaN,0.46,0.9,0.48,0.87,0.04,NaN,0.75,0.12,0.58,0.89,0.36,0.31,0.23,0.88,0.09,0.29,1,0.02,0.27,0.79,0.42,0.89,NaN,0.66,0.16,0.19,0.54,0.68,0.83,0.51,0.78,0.9,0.2,0.48,0.13,0.18,0.8,0.78
 Offline Marketing Manager - (Remote),NA,e,U1606,0,0.36,0.57,0.17,0.84,0.57,0.96,0.17,0.95,0.28,0.32,0.01,0.08,0.66,0.68,0.92,0.77,0.86,NaN,0.03,0.82,0.33,0.14,0.44,NaN,0.87,0.32,0.09,0.38,0.41,0.57,0.64,0.98,0.75,0,1,0.85,0.36,0.57,0.79,0.07,0.22,0.75,0.22,0.07,0.02,0.86,0.02,0.32,0.71,0.15,0.91,0.22,0.03,0.31,0.7,0.61
Lead Online Marketing Manager - (Remote) M/F/D,NA,a,U1607,0,0.25,0.55,0.56,0.19,0.98,0.07,0.18,0.22,0.63,0.08,0.13,0.07,0.72,0.68,0.78,0.75,0.55,NaN,0.17,0.28,0.36,0.91,0.12,NaN,0.24,0.6,0.68,0.99,0.11,0.95,0.32,0.85,0.51,0.98,0.16,0.33,0.25,0.58,NaN,0.35,0.72,0.76,0.55,0.09,0.35,0.8,0.46,0.11,0.7,0.55,0.93,0.14,0.38,0.75,0.9,0.63
Junior Manager Innovation Lab - France (M/F/D),NA,b,U1608,0,0.4,0.08,0.82,0.24,0.98,0.31,0.66,0,0.63,0.74,0.6,0.01,0.93,0.56,0.3,0.96,0.14,NaN,0.33,0.82,0.25,0.47,0.76,NaN,NaN,0.39,0.88,NaN,0.93,0.21,0.1,0.89,0.22,0.71,0.34,0.99,0.57,0.59,0.69,0.09,0.68,0.83,0.65,0.49,0.35,0.84,0.74,0.71,0.36,0.22,0.14,0.02,0.17,0.57,0.46,0.63
 Online Marketing Manager,54000,c,U1609,1,0.75,0.98,0.99,0.03,0.92,0.97,0.12,0.51,0.8,0.07,0.89,0,0.65,0.64,0.96,0.83,0.52,NaN,0.4,0.41,0.83,0.23,0.27,NaN,0.99,0.64,0.98,0.79,0.25,0.45,0,0.32,0.19,0.9,0.12,0.46,0.19,0.18,0.6,0.38,0.5,0.73,0.14,0.87,0.02,0.74,0.87,0.29,0.74,0.79,0.74,0.1,0.43,0.73,0.54,0.58
Lead Data Analyst - Pricing Team (m/f/d),NA,b,U1610,0,0.27,0.61,0.94,0.78,0.39,0.66,0.93,0.7,0.73,0.04,0.42,0.72,0.2,0.65,0.21,0.58,0.21,NaN,0.5,0.22,0.77,0.39,0.2,NaN,0.09,0.94,0.05,0.72,0.3,0.86,0.29,0.02,0.49,0.63,0.3,NaN,0.59,0.83,0.03,0.78,0.32,0.85,0.15,0.19,0.54,0.79,0.36,0.2,0.62,0.57,0.11,0.03,0.53,0.72,0.85,0.74
 Backend Engineer - (Remote),NA,b,U1611,0,0.99,0.1,0.52,0.15,0.16,0.75,0.32,0.58,0.87,0.03,0.83,0.55,0.66,0.67,NaN,0.61,0.83,NaN,0.65,0.57,0.36,0.96,0.32,NaN,0.59,0.76,0.06,0.96,0.85,0.76,0.35,0.07,0.21,0.03,0.06,0.71,0.31,0.4,0.98,0.88,NaN,0.96,0.38,0.29,0.2,0.14,0.23,0.6,0.9,0.01,0.81,0.53,0.44,0.77,0.17,0.79
Senior Backend Engineer (M/F/D),50000,d,U1612,1,0.56,0.08,0.47,0.54,0.58,0.72,0.43,0.36,0.02,0.46,0.07,0.88,0.09,0.13,0.81,0.32,0.43,NaN,0.14,0.78,0.08,0.26,0.57,0.26,0.65,0.92,0.98,0.83,0.56,0.68,0.08,0.92,0.07,0.01,0.9,0.54,0.4,0.41,0.22,0.41,0.96,0.66,0.68,0.02,0.65,0.62,0.95,0.58,0.48,0.63,0.17,0.67,0.48,0.23,0.83,0.72
Senior Brand Marketing Manager - New Ventures ,NA,g,U1613,0,0.32,0.58,0.2,0.73,0.13,0.99,0.52,0.73,0.22,0.88,0.59,0.7,0.23,0.59,0.65,0.95,0.85,NaN,0.69,0.83,0.37,0.95,0.5,NaN,0.52,0.99,0.24,0.32,0.46,0.2,0.93,0.16,0.5,0.84,0.6,0.89,0.41,0.34,0.62,0.88,0.5,0.61,0.14,0.97,0.37,0.44,0.33,0.43,0.95,0.82,0.8,0.49,0.9,0.51,0.51,0.92
Junior Operations Manager - New Ventures,NA,a,U1614,1,0.14,0.76,0.99,0.87,NaN,0.76,0.09,0.71,0.54,0.09,0.6,0.59,0.83,0.35,0.98,0.72,0.04,NaN,0.78,0.67,0.09,0.84,0.46,NaN,0.6,0.86,0.61,0.44,0.24,0.25,0.77,0.03,NaN,0.2,0.35,0.8,0.4,0.93,0.32,0.81,0.85,0.96,0.69,0.41,0.56,0.28,0.7,0.07,0.53,0.62,0.73,1,0.75,0.07,0.58,0.33
 Marketing Manager - (Remote) m/f/d,67000,h,U1615,1,0.69,0.79,0.03,0.43,0.06,0.75,0.01,0.71,0.91,0.97,0.22,0.68,NaN,0.32,0.88,0.01,0.42,NaN,0.34,0.96,0.04,0.56,0.22,NaN,0.58,1,0.31,0.35,0.05,0.58,0.83,0.64,0.98,0.04,0.62,0.93,0.39,0.71,0.27,0.37,0.51,0.18,0.07,0.27,0.18,0.32,0.25,0.67,0.83,0.05,0.54,0.96,0.76,0.81,0,0.22
 Sustainability Manager - APAC,NA,b,U1616,1,0.35,0.22,0.62,0.69,0.59,0.6,0.18,0.56,0.21,0.29,0.98,0.23,0.79,0.5,0.46,0.67,0.13,NaN,0.62,0.08,0.39,0.58,0.33,NaN,0.86,0.34,0.16,0.25,0.36,0.68,0.39,0.16,0.29,0.67,0.96,0.26,0.76,0.08,0.05,0.05,0.34,0.38,0.97,0.98,0.78,0.68,0.7,0.67,0.07,0.96,0.34,0.11,0.41,0.76,0.28,0.99
 Data Scientist - Supplier Financing,65000,c,U1617,0,0.41,0.21,0.32,0.48,0.95,0.64,0.35,0.51,0.15,0.21,0.27,0.8,0.21,0.93,0.73,0.59,0.52,NaN,0.76,0.8,0.45,NaN,0.23,0.73,0.64,0.74,0.48,0.32,0.31,0.41,0.88,0.49,0.83,0.65,0.96,0.32,0.6,0.85,0.66,0.36,0.35,0.25,0.56,0.65,0.43,0.4,0.42,NaN,0.9,0.3,0.39,0.35,0.52,0.34,0.2,0.08
Junior Shop Manager - Global Transformation (M/F/D),NA,c,U1618,0,0.17,0.42,0.8,0.73,0.81,0.04,0.04,0.43,0.17,0.72,0.97,0.57,0.77,0.13,0.73,0.48,0.62,NaN,0.85,0.18,0.25,0.18,0.61,NaN,0.07,0.31,0.72,1,0.89,0.35,0.44,0.86,0.64,0.57,0.05,0.68,0.48,0.29,0.1,0.11,0.95,0.35,0.54,0.01,0.55,0.26,0.61,0.19,0.1,0.5,0.52,0.18,0.5,0.87,0.89,0.79
