,job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9,job_title_full_cat
1722,Junior Backend Developer M/F/D,69000.0,b,U1723,1.0,0.18,0.13,0.79,0.53,0.29,0.58,0.62,0.36,0.27,0.06,0.15,0.17,0.96,0.98,0.58,0.01,0.25,0.15,0.93,0.23,0.93,0.48,0.15,0.6,0.83,0.52,0.5,0.95,0.36,0.33,0.19,0.38,0.01,0.86,0.03,0.42,0.47,0.34,0.92,0.61,0.36,0.13,0.84,0.17,0.06,0.34,0.98,0.04,0.52,0.18,0.04,0.56,0.32,0.84,0.08,0.4377777777777777,40.0
1723, UI Designer m/f/d,0.0,e,U1724,1.0,0.58,0.72,0.42,0.12,0.21,0.96,0.49,0.36,0.75,0.18,0.25,0.69,0.65,0.57,0.21,0.5,0.94,0.6725,0.5975,0.97,0.4,0.38,0.55,0.655,0.57,0.8,0.91,0.11,0.99,0.62,0.09,0.6275000000000001,0.1,0.92,0.89,0.97,0.86,0.99,0.79,0.5,0.61,0.31,0.13,0.57,0.62,1.0,0.75,0.1,0.95,0.37,0.79,0.25,0.99,0.79,0.57,1.0,38.0
1724,Lead Brand Marketing Manager - New Ventures  m/f/d,60000.0,f,U1725,1.0,0.48,0.44,0.26,0.9,0.21,0.29,0.14,0.99,0.51,0.11,0.27,0.7,0.07,0.16,0.71,0.41,0.86,0.05,0.53,0.33,0.45,0.01,0.47,0.78,0.09,0.35,0.54,0.96,0.73,0.6045454545454546,0.36,0.79,0.79,0.7445454545454545,0.3,0.51,0.87,0.37,0.38,0.08,0.75,0.8,0.03,0.96,0.04,0.04,0.77,0.54,0.01,0.17,0.03,0.37,0.52,0.85,0.33,0.03,83.0
1725,Junior Machine Learning Engineer - Supplier Financing,0.0,c,U1726,0.0,0.5828571428571429,0.59,0.64,0.08,0.21,0.19,0.92,0.55,0.6,0.09,0.68,0.65,0.71,0.87,0.02,0.28,0.26,0.13999999999999999,0.01,0.37,0.83,0.5,0.17,0.52,0.86,0.1,0.41,0.79,0.53,0.83,0.6,0.96,0.07,0.38,0.16,0.21,0.12,0.63,0.73,0.86,0.15,0.68,0.93,0.59,0.66,0.22,0.88,0.92,0.71,0.74,0.32571428571428573,0.14,0.18,0.19,0.89,0.06,54.0
1726,Junior Manager Policy Affairs - France,0.0,e,U1727,0.0,0.82,0.19,0.47,0.0,0.56,0.02,0.46,0.66,1.0,0.66,0.26,0.79,0.25,0.68,0.59,0.54,0.55,,0.42,0.04,0.2,0.83,0.09,0.14333333333333334,0.61,0.26,0.69,0.45,0.71,0.71,0.83,0.66,0.74,0.64,0.73,0.2,0.7,0.02,0.56,0.1,0.56,0.29,0.42,0.17,0.48,0.85,0.36,0.57,0.46,0.82,0.79,0.94,0.57,0.6,0.05,0.77,56.0
1727, Manager Innovation Lab M/F/D,0.0,c,U1728,1.0,0.85,0.23,0.72,0.26,0.12,0.72,0.8,0.35,0.37,0.18,0.98,0.0,0.96,0.8,0.08,0.61,0.23,0.01,0.29,0.09,0.51,0.21,0.64,0.56,0.42,0.79,0.3,0.75,0.34,0.52,0.16,0.53,0.77,0.04,0.37,0.75,0.7,0.37,0.64,0.64,0.29,0.33,0.13,0.33,0.46,0.53,0.17,0.48,0.93,0.06,0.87,0.56,0.78,0.85,0.69,0.69,16.0
1728,Lead Manager Innovation Lab - New Ventures M/F/D,0.0,a,U1729,0.0,0.7,0.08,0.56,0.98,0.57,0.21,0.89,0.69,0.91,0.02,0.27,0.05,0.01,0.4,0.12,0.89,0.45,,0.75,0.48,0.38,0.73,0.04,0.96,0.82,0.98,0.26,0.49,0.16,0.9,0.52,0.36,0.23,0.55,0.67,0.67,0.88,0.51,0.65,0.81,0.7,0.28,0.43,0.11,0.72,0.62,0.46,0.57,0.79,0.88,0.87,0.22,0.71,0.26,0.49,0.8,94.0
1729, SEO Marketing Manager m/f/d,61000.0,d,U1730,1.0,0.56,0.19,0.18,0.31,0.54,0.1,0.6,0.55,0.98,0.96,0.03,0.93,0.8,0.74,0.99,0.46,0.15,0.08,0.89,0.14,0.21,0.6,0.07,0.17,0.08,0.95,1.0,0.63,0.66,0.62,0.85,0.26,0.5,0.06,0.385,0.6,0.43,0.1,0.25,0.35,0.7,0.67,0.55,0.09,0.53,0.91,0.75,0.73,0.42,0.08,0.93,0.18,0.93,0.87,0.61,0.23,33.0
1730,Senior Product Manager -  Mobile,0.0,g,U1731,1.0,0.31,0.62,0.01,0.33,0.46,0.01,0.12,0.23,0.4,0.17,0.68,0.97,0.82,0.23,0.46,0.12,0.75,0.27,0.61,0.11,0.99,0.27,0.24,0.59,0.44,0.7,0.48,0.03,0.22,0.61,0.71,0.55,0.08,0.95,0.97,0.8,0.29,0.46,0.05,0.22,0.65,0.52,0.12,0.57,0.2,0.86,0.85,0.86,0.31,0.57,0.81,0.67,0.95,0.22,0.85,0.99,145.0
1731, Big Data Analyst - (Internal Audit) (M/F/D),0.0,e,U1732,1.0,0.78,0.97,0.1,0.54,0.67,0.97,0.55,0.79,0.03,0.73,0.63,0.89,0.12,0.39,0.54,0.72,0.67,0.6675,0.28,0.67,0.25,0.56,0.69,0.5371428571428571,0.72,0.34,0.81,0.75,0.94,0.43,0.94,0.6,0.56,0.73,0.79,0.09,0.47,0.47,0.07,0.41,0.64,0.1,0.03,0.99,0.29,0.8,0.19,0.83,0.64,0.45,0.92,0.0,0.57,0.3,0.92,0.38,3.0
1732,Lead SEO Marketeer M/F/D,0.0,c,U1733,1.0,0.72,0.91,0.93,0.13,0.78,0.44,0.47,0.9,0.56,0.65,0.62,0.74,0.33,0.6,0.86,0.39,0.43,0.5,0.17,0.04,0.45,0.56,0.17,0.3775,0.63,0.17,0.48,0.45,0.41,0.53,0.46,0.79,0.67,0.66,1.0,0.81,0.52,0.2,0.0,0.33,0.79,0.9,0.45,0.92,0.82,0.59,0.84,0.08,0.62,0.64,0.73,0.53,0.94,0.19,0.02,0.23,110.0
1733,Senior Culture Manager - Global Transformation,0.0,c,U1734,0.0,0.15,0.41,0.01,0.39,0.7,0.46,0.33,0.61,0.33,0.63,0.72,0.78,0.98,0.48,0.29,0.72,0.93,0.4466666666666667,0.76,0.27,0.54,0.74,0.43857142857142856,0.6866666666666666,0.27,0.32,0.11,0.47,0.35,0.39,0.06,0.94,0.75,0.91,0.69,0.15,0.55,0.26,0.28,0.41,0.97,0.49,0.08,0.35,0.76,0.91,0.48,0.6,0.93,0.77,0.5,0.64,0.17,0.14,0.34,0.52,124.0
1734, Software Engineer - (Remote),0.0,d,U1735,0.0,0.17,0.66,0.1,0.26,0.48,0.63,0.78,0.87,0.24,0.38,0.54,0.66,0.43,0.19,0.12,0.32,0.53,0.35,0.66,0.77,0.31,0.09,0.74,,0.61,0.57,0.6,0.39,0.41,0.3,0.53,0.21,0.9,0.66,0.84,0.31,0.52,0.18,0.77,0.99,0.13,0.27,0.19,0.87,0.87,0.34,0.8,0.35,0.15,0.4,0.64,0.01,0.47,0.12,0.89,0.96,36.0
1735,Lead SEO Marketing Manager - New Ventures ,0.0,b,U1736,0.0,0.13,0.18,0.79,0.02,0.16,0.15,0.15,0.77,0.34,0.76,0.38,0.31,0.6,0.55,0.64,0.02,0.94,0.48666666666666664,0.48,0.22,0.26,0.8,0.85,0.26,0.65,0.1,0.13,0.75,0.99,0.1,0.68,0.68,0.55,0.59,0.6,0.27,0.79,0.4,0.52,0.85,0.65,0.97,0.61,0.66,0.4,0.3,0.15,0.4,0.17,0.26,0.85,0.28,0.56875,0.65,0.25,0.73,111.0
1736,Senior Sustainability Manager,0.0,c,U1737,0.0,0.47,0.28,0.87,0.52,0.03,0.55,0.55,0.28,0.4,0.66,0.06,0.39,0.88,0.06,0.62,0.93,0.31,,0.48,0.17,0.65,0.26,0.79,,1.0,0.6233333333333334,0.86,0.63,0.74,0.72,0.46,0.83,0.6,0.74,0.44,0.42,0.49,0.01,0.04,0.34,0.96,0.83,0.08,0.16,0.52,0.57,0.6,0.08,0.7,0.78,0.78,0.71,0.76,0.93,0.37,0.21,154.0
1737, Product / UX Engineer - NLP,0.0,b,U1738,0.0,0.37333333333333335,0.32,0.94,0.6,0.4,0.38,0.07,0.86,0.62,0.26,0.47,0.61,0.93,0.41,0.08,0.14,0.67,,0.82,0.98,0.57,0.54,0.59,,0.81,0.74,0.02,0.62,0.28,0.4366666666666667,0.58,0.88,0.28,0.7,0.74,0.27,0.78,0.55,0.5,0.08,0.7,0.95,0.76,0.76,0.21,0.13,0.1,0.53,0.57,0.42,0.72,0.22,0.61,0.49,0.77,0.13,25.0
1738,Senior Culture Manager - Global Transformation,65000.0,f,U1739,1.0,0.55,0.94,0.43,0.28,0.86,0.36571428571428577,0.36,0.6,0.71,0.47,0.08,0.32,0.26,0.32,0.27,0.05,0.66,0.5700000000000001,0.55,0.9,0.42,0.25,0.79,0.87,0.3,0.79,0.39,0.71,0.54,0.67,0.08,0.08,0.54,0.16,0.24,0.92,0.5514285714285714,0.62,0.72,0.35,0.91,0.76,0.8,0.84,0.5,0.75,0.0,0.42,0.09,0.85,0.13,0.69,0.95,0.87,0.43,0.29,124.0
1739,Senior Manager Innovation Lab - APAC m/f/d,0.0,b,U1740,1.0,0.25,0.37,0.67,0.77,0.78,0.58,0.07,0.78,0.61,0.2,0.49,0.43,0.78,0.23,0.16,0.53,0.52,0.06666666666666667,0.65,0.45,0.24,0.68,0.37,0.35333333333333333,0.1,1.0,0.39,0.3,0.14,0.35,0.6,0.75,0.57,0.33,0.83,0.25,0.71,0.7,0.27,0.88,0.22,0.85,0.33,0.89,0.6,0.23,0.61,0.3,0.01,0.67,0.69,0.74,0.68,0.43600000000000005,0.85,0.9,133.0
1740,Senior Product / UX Engineer - Pricing (M/F/D),0.0,c,U1741,1.0,0.03,0.43,0.94,0.93,0.51,0.87,0.2,0.47,0.93,0.78,0.35,0.15,0.19,0.46,0.79,0.86,0.96,0.44,0.04,0.41,0.73,0.03,0.51,0.46,0.65,0.65,0.41,0.77,0.82,0.41,0.56,0.57,0.06,0.33,0.8,0.76,0.59,0.69,0.59,0.7,0.17,0.23,0.48,0.07,0.97,0.67,0.19,0.12,0.29,0.71,0.96,0.47,0.94,0.58,0.75,0.25,142.0
1741, Data Analyst - (Remote) m/f/d,58000.0,h,U1742,0.0,0.22,0.6466666666666667,0.71,0.98,0.75,0.98,0.41,0.09,0.88,0.99,0.09,0.66,0.09,0.28,0.38,0.0,0.25,0.53,0.86,0.44,0.03,0.6699999999999999,0.57,,0.6,0.33,0.63,0.12,0.74,0.83,0.19,0.56,0.98,0.02,0.18,0.7,0.05,0.54,0.13,0.86,0.59,0.72,0.68,0.58,0.13,0.64,0.08,0.97,0.56,0.15,0.21,0.32,0.69,0.37,0.38,0.17,8.0
1742, Frontend Engineer - Deep Learning (m/f/d),0.0,a,U1743,1.0,0.07,0.25,0.99,0.98,0.14,0.3,0.47,0.91,0.06,0.24,0.39,0.36,0.33,0.31,0.41,0.88,0.27,0.658,0.7,0.57,0.78,0.2,0.62,0.0,0.77,0.04,0.81,0.5,0.59,0.4955555555555555,0.74,0.24,0.17,0.06,0.06,0.48,0.16,0.95,0.52,0.8,0.18,0.83,0.38,0.58,0.43,0.56,0.3,0.4,0.89,0.23,0.94,0.56,0.05,0.65,0.85,0.2,12.0
1743,Lead Product Analyst - NLP,0.0,d,U1744,1.0,0.34,0.18,0.94,0.32,0.03,0.16,0.9,0.53,0.81,0.49,0.54,0.51,0.56,0.74,0.15,0.4,0.73,0.78,0.05,0.24,0.79,0.59,0.75,0.25,0.11,0.47,0.05,0.48,0.98,0.54,0.92,0.69,0.69,0.42,0.51,0.44,0.38,0.96,0.1,0.38,0.15,0.63,0.52,0.7,0.76,0.88,0.36,0.81,0.15,0.76,0.06,0.85,0.525,0.24,0.08,0.89,104.0
1744,Junior Big Data Analyst - Pricing & Forecasting (M/F/D),0.0,e,U1745,1.0,0.19,0.21,0.51,0.42,0.39,0.06,0.93,0.42,0.82,0.04,0.67,0.6,0.95,0.76,0.05,0.45,0.93,0.8533333333333332,0.77,0.5036363636363637,0.01,0.14,0.47,0.49333333333333335,0.73,0.01,0.94,0.77,0.86,0.71,0.11,0.16,0.64,0.74,0.75,0.67,0.01,0.4,0.45,0.79,0.07,0.87,0.44,0.01,0.01,0.16,0.79,0.61,0.41,0.39,0.64,0.04,0.36,0.94,0.21,0.29,42.0
1745, Backend Engineer - (Remote),0.0,a,U1746,1.0,0.08,0.82,0.67,0.25,0.47,0.15,0.02,0.23,0.22,0.85,0.99,0.51,0.16,0.84,0.17,0.06,0.45,0.4233333333333333,0.25,0.33,0.58,0.55,0.29,0.3866666666666667,0.79,0.18,0.93,0.88,0.38,0.54,0.28,0.24,0.27,0.19,0.46,0.5,1.0,0.81,0.04,0.73,0.86,0.24,0.52,0.51,0.78,0.22,0.53,0.89,0.3,0.36,0.94,0.19,0.68,0.84,0.23,0.17,2.0
1746,Junior Brand Manager - (Remote) m/f/d,0.0,h,U1747,0.0,0.79,0.03,0.41,0.85,0.75,0.32,0.35,0.84,0.63,0.88,0.13,0.25,0.44,0.84,0.99,0.8,0.94,,0.49,0.68,0.79,0.37,0.57,0.73,0.82,0.89,0.63,0.34,0.06,0.19,0.11,0.99,0.06,0.19,0.11,0.09,0.96,0.97,0.85,1.0,0.65,0.87,0.08,0.66,0.53,0.62,0.5,0.73,0.92,0.34,0.76,0.64,0.59,0.46,0.38,0.85,43.0
1747, Manager Policy Affairs - APAC,54000.0,a,U1748,0.0,0.89,0.69,0.74,0.46,0.52,0.76,0.9,0.98,0.14,0.3,0.02,0.44,0.75,0.15,0.76,0.72,0.93,,0.98,0.4,0.83,0.62,0.95,0.36,0.59,0.35,0.23,0.73,0.04,0.96,0.83,0.65,0.45,0.19,0.36,0.53,0.54,0.71,0.2,0.37,0.91,0.05,0.78,0.72,0.91,0.88,0.46,0.03,0.05,0.24,0.13,0.08,0.83,0.53,0.34,0.53,17.0
1748,Junior AI Researcher - Pricing & Forecasting,0.0,g,U1749,0.0,0.77,0.93,0.66,0.81,0.06,0.79,0.36,0.44,0.64,0.15,0.84,0.31,0.53,0.78,0.93,0.7,0.56,0.43,0.59,0.34,0.47,0.17,0.55,,0.68,0.24,0.73,0.98,0.43,0.11,0.99,0.3,0.83,0.99,0.02,0.83,0.13,0.37,0.39,0.98,0.6857142857142857,0.56,0.09,0.96,0.88,0.87,0.58,0.43,0.64,0.6,0.37,0.95,0.94,0.76,0.85,0.68,39.0
1749, AI Researcher - Supplier Financing,58000.0,a,U1750,1.0,0.65,0.72,0.13,0.42,0.12,0.26,0.73,0.13,0.26,0.53,0.47,0.09,0.3333333333333333,0.74,0.85,0.71,0.4,0.5700000000000001,0.39,0.79,0.39,0.93,0.11,0.39666666666666667,0.8,0.18,0.49,0.78,0.49,0.68,0.43,0.89,0.17,0.41,0.68,0.26,0.6,0.94,0.27,0.8,0.23,0.55,0.59,0.38,0.11,0.97,0.28,0.91,0.64,0.75,0.84,0.73,0.75,0.07,0.61,0.9,0.0
1750,Senior Offline Marketing Manager - New Ventures  (M/F/D),69000.0,c,U1751,1.0,0.28,0.74,0.81,0.62,0.25,0.8,0.62,0.84,0.05,0.8,0.94,0.09,0.05,0.09,0.28,0.24,0.26,0.23,0.602,0.33,0.49,0.94,0.19,0.29,0.76,0.81,0.5,0.03,0.91,0.85,0.59,0.84,0.63,0.97,0.77,0.343,0.55,0.06,0.66,0.89,0.84,0.09,0.88,0.31,0.75,0.97,0.65,0.51,0.89,0.34,0.88,0.58,0.18,0.39,0.43,0.43999999999999995,137.0
1751,Junior Data Scientist - Deep Learning,50000.0,e,U1752,0.0,0.09,0.64,0.48,0.12,0.64,0.22,0.9,0.59,0.33,0.86,0.29,0.55,0.4,0.2,0.2,0.03,0.69,0.78,0.35,0.15,0.37,0.11,0.55,0.37,0.02,0.46,0.73,0.06,0.44,0.24,0.68,0.17,0.16,0.26,0.31,0.99,0.26,0.83,0.25,0.16,0.09,0.11,0.34,0.95,0.37,0.24,0.69,0.63,0.83,0.39,0.47,0.1,0.96,0.73,0.68,0.55,50.0
1752,Junior Brand Marketing Manager - Mobile (M/F/D),59000.0,e,U1753,1.0,0.01,0.14,0.43250000000000005,0.13,0.69,0.7,0.58,0.93,0.19,0.54,0.4975,0.2,0.12,0.15,0.44,0.24,0.96,0.34,0.19,0.54,0.96,0.17,0.56,0.61,0.81,0.03,0.18,0.64,0.75,0.68,0.67,0.97,0.57,0.61,0.03,0.81,0.32,0.28,0.46,0.1,0.31,0.57,0.7,0.82,0.76,0.24,0.83,0.48,0.47,0.88,0.32,0.76,0.5,0.03,0.55,0.69,44.0
1753, SEO Manager m/f/d,0.0,h,U1754,0.0,0.81,0.91,0.14,0.17,0.72,0.25,0.31,0.65,0.84,0.04,0.49,0.26,0.1,0.91,0.88,0.62,0.89,,0.45,0.67,0.22,0.42,0.6,0.01,0.09,0.29,0.19,0.72,0.54,0.94,0.74,0.14,0.55,0.51,0.97,0.44,0.18,0.85,0.82,0.98,0.24,0.19,0.49,0.99,0.11,0.9,0.19,0.16,0.64,0.04,0.7,0.2,0.02,0.44,0.59,0.68,31.0
1754,Junior Machine Learning Engineer - Supplier Financing,0.0,f,U1755,0.0,0.21,0.32,0.05,0.14,0.69,0.03,0.96,0.73,0.75,0.25,0.82,0.82,0.6,0.37,0.16,0.02,0.82,0.24,0.15,0.52,0.04,0.94,0.99,0.52,0.16,0.28,0.03,0.7,0.64,0.61,0.05,0.63,0.42,0.03,0.85,0.73,0.56,0.4,0.72,0.39,0.39,0.29,0.33,0.05,0.75,0.46,0.39,0.34,0.75,0.88,0.06,0.86,0.04,0.26,0.16,0.56,54.0
1755,Junior Business Development Manager - France,52000.0,b,U1756,1.0,0.39,0.1,0.76,0.55,0.18,0.61,0.78,0.35555555555555557,0.27,0.34,0.31,0.3,0.16,0.14,0.28,0.27,0.38,0.5733333333333334,0.21,0.96,0.03,0.74,0.08,0.87,0.81,0.07,0.37,0.76,0.67,0.74,0.56,0.61,0.13,0.12,0.7,0.31,0.59,0.88,0.65,0.44,0.39,0.67,0.38,0.26,0.46,0.78,0.05,0.75,0.53,0.13,0.27,0.22,0.82,0.32,0.63,0.96,45.0
1756,Junior SEO Manager - New Ventures ,0.0,h,U1757,1.0,0.29,0.67,0.45,0.15,0.83,0.97,0.97,0.76,0.22,0.84,0.07,0.03,0.91,0.66,0.29,0.94,0.28,0.48,0.57,0.39,0.21,0.86,0.24,0.4275,0.24,0.97,0.33,0.7220000000000001,0.64,0.16,0.91,0.99,0.59,0.41,0.75,0.13,0.52,0.7,0.36,0.02,0.46,0.55,0.9,0.02,0.36,0.55,0.78,0.5,0.7,0.82,0.32,0.9,0.99,0.66,0.39,0.88,70.0
1757, Sustainability Manager - APAC,0.0,b,U1758,1.0,0.89,0.16,0.61,0.6,0.59,0.91,0.95,0.54,0.16,0.57,0.48,0.94,0.67,0.7,0.97,1.0,0.95,0.935,0.85,0.03,0.41,0.61,0.56,0.25,0.64,0.52,0.85,0.47,0.71,0.27,0.65,0.93,0.04,0.21,0.82,0.11,0.96,0.93,0.16,0.06,0.43,0.14,0.68,0.91,0.53,0.24,0.18,0.2,0.07,0.98,0.4775,0.38,0.16,0.81,0.1,0.84,37.0
1758,Lead Frontend Engineer,0.0,a,U1759,1.0,0.98,0.68,0.47,0.39,0.44,0.9,0.12,0.08,0.13,0.8,0.39,0.5,0.85,0.43,0.41,0.9,0.56,0.77,0.72,0.4,0.61,0.83,0.19,0.56,0.83,0.43,0.62,0.89,0.92,0.67,0.24,0.14,0.31,0.96,0.4,0.68,0.38,0.01,0.25,0.08,0.39,0.44,0.64,0.15,0.23,0.17,0.22,0.06,0.35,0.54,0.75,0.45,0.92,0.28,0.46,0.12,90.0
1759,Lead Onboarding Manager,0.0,b,U1760,1.0,0.41,0.54,0.01,0.31,0.84,0.56,0.3,0.3,0.51,0.6,0.5,0.48,0.82,0.66,0.56,0.15,0.54,0.81,0.05,0.62,0.72,0.73,0.51,0.49,0.21,0.18,0.97,0.21,0.86,0.44,0.81,0.52,0.44,0.29,0.68,0.38,0.98,0.94,0.96,0.31,0.83,0.94,0.29,0.29,0.57,0.9,0.09,0.73,0.09,0.41,0.96,0.86,0.65,0.46,0.94,0.12,99.0
1760,Senior Growth Hacker - New Ventures  (M/F/D),0.0,g,U1761,1.0,0.42,0.05,0.47,0.07,0.32,0.31,0.74,0.69,0.83,0.78,0.24,0.3,0.99,0.36,0.31,0.9,0.44,0.12,0.68,0.55,0.33,0.18,0.39,0.39999999999999997,0.77,0.07,0.08,0.32,0.49,0.83,0.04,0.52,0.85,0.75,0.12,0.94,0.58,0.58,0.94,0.6,0.56,0.48,0.46,0.16,0.54,0.29,0.78,0.08,0.94,0.42,0.78,0.74,0.26,0.61,0.37,0.8350000000000001,130.0
1761, UI Designer m/f/d,0.0,b,U1762,0.0,0.81,0.48,0.85,0.79,0.04,0.37,0.15,0.99,0.7266666666666667,0.72,0.34,0.55,0.16,0.26,0.14,0.51,0.8,0.31,0.09,0.74,0.42,0.69,0.09,,0.9,0.13,0.96,0.54,1.0,0.22,0.18,0.62,0.71,0.07,0.17,0.36,0.39,0.19,0.21,0.08,0.03,0.17,0.13,0.91,0.07,0.46,0.99,0.48,0.63,0.32,0.39,0.86,0.44,0.33,0.02,0.17,38.0
1762,Senior Performance Marketing Manager,0.0,f,U1763,1.0,0.39,0.68,0.55,0.47000000000000003,0.94,0.79,0.69,0.61,0.5,0.98,0.75,0.51,0.79,0.74,0.24,0.49,0.62,0.975,0.51,0.69,0.94,0.8,0.49,0.75,0.36,0.68,0.33,0.74,0.01,0.85,0.2,0.57,0.52,0.53,0.24,0.79,0.51,0.48,0.75,0.68,0.82,0.88,0.54,0.31,0.08,0.32,0.19,0.38,0.81,0.23,0.15,0.45,0.15,0.67,0.47,0.38,141.0
1763, Brand Marketing Manager - (Remote),0.0,a,U1764,0.0,0.34,0.76,0.53,0.77,0.26,0.35,0.73,0.03,0.67,0.44,0.12,0.25,0.12,0.43,0.53,0.62,0.79,0.49,0.39,0.63,0.32,0.14,0.15,0.655,0.46,0.89,0.63,0.04,0.05,0.14,0.03,0.56,0.22,0.51,0.99,0.67,0.85,0.01,0.15,0.89,0.49,0.42,0.26,0.57,0.12,0.37,0.57,0.54,0.99,0.96,0.32,0.79,0.9,0.25,0.06,0.05,5.0
1764, Onboarding Manager - New Ventures,0.0,c,U1765,1.0,0.93,0.6,0.12,0.4,0.8,0.05,0.52,0.57,0.95,0.18,0.24,0.84,0.7,0.45,0.88,0.28,0.53,0.555,0.53,0.16,0.82,0.9,0.04,0.78,0.39,0.47,0.68,0.73,0.51,0.56,0.94,0.65,0.0,0.74,0.49,0.08,0.46,0.46,0.09,0.15,0.62,0.98,0.84,0.67,0.81,0.89,0.09,0.04,0.2,0.17,0.91,0.61,0.81,0.95,0.6,0.06,21.0
1765,Junior Shop Manager - Global Transformation (M/F/D),0.0,e,U1766,0.0,0.88,0.02,0.86,0.55,0.82,0.65,0.02,0.04,0.31,0.1,0.12,0.5,0.94,0.06,0.82,0.1,0.51,,0.81,0.98,0.79,0.44,0.21,,0.34,0.91,0.59,0.42,0.84,0.53,0.66,0.81,0.56,0.0,0.83,0.28,0.65,0.78,0.59,0.0,0.31,0.06,0.7000000000000001,0.05,0.82,0.81,0.97,0.89,0.37,0.95,0.13,0.44999999999999996,0.78,0.45,0.03,0.18,73.0
1766,Junior Backend Developer M/F/D,52000.0,a,U1767,0.0,0.32,0.0,0.9,0.3,0.71,0.49,0.6,0.72,0.27,0.96,0.53,0.37,0.48,0.15,0.2,0.05,0.25,0.52,0.11,0.21,0.29,0.27,0.52,0.21,0.18,0.71,0.44,0.53,0.39,0.12,0.96,0.57,0.52,0.15,0.5,0.46,0.23,0.18,0.15,0.34,0.82,0.61,0.33,0.55,0.8,0.45,0.31,0.72,0.88,0.9,0.54,0.34,0.65,0.23,0.23,0.91,40.0
1767, Growth Hacker - Mobile,65000.0,c,U1768,1.0,0.85,0.37,0.83,0.28,0.73,0.83,0.0,0.0,0.65,0.95,0.7,0.13,0.26,0.35,0.08,0.61,0.83,0.41999999999999993,0.37,0.56,0.14,0.22,0.39,0.39,0.46,0.08,0.51,0.37,0.46,0.61,0.37,0.4,0.75,0.18,0.47,0.54,0.87,0.48,0.76,0.3,0.16,0.59,0.53,0.73,0.93,0.25,0.75,0.85,0.98,0.95,0.5,0.96,0.66,0.31,0.81,0.21,13.0
1768,Lead Online Marketing Manager - (Remote) M/F/D,69000.0,a,U1769,1.0,0.69,0.24,0.07,0.0,0.15,0.94,0.84,0.42,0.96,0.51,0.38,0.4,0.61,0.38749999999999996,0.81,0.28,0.52,0.72,0.99,0.38,0.55,0.65,0.18,0.4716666666666667,0.77,0.54,0.09,0.61,0.43,0.43,0.54,0.93,0.91,0.04,0.13,0.23,0.17,0.2,0.53,0.94,0.37,0.83,0.95,0.5700000000000001,0.82,0.56,0.33,0.5169230769230769,0.32,0.74,0.44,0.62,0.96,0.79,0.93,0.91,100.0
1769,Senior Business Development Manager - EU (M/F/D),0.0,f,U1770,0.0,0.68,0.75,0.93,0.69,0.72,0.48,0.02,0.83,0.32,0.83,0.43,0.64,0.29,0.29,0.66,0.03,0.53,0.75,0.93,0.91,0.57,0.05,0.55,0.605,0.27,0.41,0.21,0.59,0.75,0.68,1.0,0.83,0.7,0.64,0.25,0.84,0.73,0.56,0.39,0.26,0.34,0.32,0.42,0.44,0.39,0.15,0.94,0.09,0.31,0.52,0.61,0.99,0.75,0.48,0.46,0.67,123.0
1770,Senior SEO Marketeer - (Remote),0.0,f,U1771,0.0,0.48,0.85,0.84,0.14,0.22,0.72,0.8,0.46,0.93,0.394,0.48,0.35,0.89,0.43,0.07,0.18,0.32,0.33,0.01,0.33,0.85,0.3,0.82,,0.46,0.88,0.55,0.55,0.36,0.82,0.48,0.13,0.17,0.73,0.69,0.21,0.79,0.97,0.21,0.51,0.33,0.97,0.39,0.85,0.98,0.53,0.34,0.46,0.0,0.6,0.9,0.91,0.29,0.6,0.37,0.13,149.0
1771,Lead Data Analyst - Pricing Team (m/f/d),0.0,g,U1772,0.0,0.05,0.26,0.54,0.37,0.1,0.25,0.89,0.91,0.3,0.21,0.08,0.52,0.04,0.98,0.64,0.64,0.09,0.85,0.58,0.99,0.15,0.39,0.41,0.52,0.92,0.72,0.59,0.09,0.58,0.38,0.7,0.85,0.03,0.08,0.83,0.74,0.81,0.1,0.85,0.14,0.28,0.25,0.81,0.21,0.77,0.2,0.4783333333333333,0.96,0.41,0.4,0.69,0.07,0.47,0.82,0.74,0.26,86.0
1772,Senior SEO Marketing Manager - (Remote),52000.0,e,U1773,0.0,0.25,0.04,0.93,0.46,0.37,0.93,0.15,0.89,0.85,0.39,0.48,0.28,0.87,0.42,0.37,0.09,0.66,0.44,0.24,0.38,0.17,0.42,0.9,,0.88,0.51,0.1,0.17,0.15,0.3,0.07,0.21,0.26,0.08,0.88,0.45,0.73,0.33,0.39,0.89,0.88,0.58,0.61,0.91,0.01,0.88,0.86,0.46,0.41,0.35,0.99,0.06,0.78,0.24,0.72,0.68,150.0
